text,label
tolong jangan tambahin sembarangan lagu ke playlist yang telah dibuat,netral
banyak iklan,negatif
sangat bagus dan sangat baik,positif
mantaf jiwa,positif
bagus uaa,positif
tinggal klik,positif
aplikasi dosa ketamakan harga yang harusnya 59 99k buat premium sekarang 79 99k,negatif
bagus sekali lagi saya ucapkan terima kasih atas spotify,positif
bagus,positif
sangat baguss,positif
masi oke kalo iklan lah ini skip aja perjam 6x mau pilih lagu di suruh premium sehat,negatif
aplikasinya bagus saran opsi buat gratis perhari 15 20 musik 1 2 jam dengan fitur all unlocked fitur jadi buat yang premium cuman buat iklan sama durasi pemakaian,netral
makin lama iklannya menjadi jadii yaa dari 1 terus 3 terus 4 nanti kayanya 10 kali iklannya atau satu lagi satu iklan,negatif
ko bayar,negatif
banyak pilihan lagu,positif
saya sangat suka dengan aplikasi ini meskipun sering iklan karena tidak premium tapi tdk mengapa karena masih enak dipakai dan lagu nya worth it semua tergantung minat pengguna,positif
yg freelance hrsnya lebih diberi keleluasaan putar musik kan kuotanya bisa bwt bayar,positif
mantep,positif
intinya harus premium baru asik,negatif
saya sering dengarkan musik favorit saya disini,positif
baguss banget apk nyaa,positif
bagus banget,positif
bagus,positif
coba kagak ada iklannya masa harus premium baru bisa,negatif
aku gak terlalu suka karena terbatas lagunya,negatif
good,positif
baguss,positif
kebanyakan iklann gw baru putarr 1 laguu timbul nyaa 3 iklann,negatif
suka bgt dengerin lagu laguu,positif
enak dengerin lagu favorit,positif
iya bagus cuma tolong perbaiki iklan banyak lama selebihnya si baguss,negatif
sangat bagus untuk mendengarkan musik sambil bermain game membuat semuanya terasa lebih baik,positif
buset sekarang kikir banget yak iklan bisa nyampe 4 padahal baru mutar 1 lagu udah iklan aja,negatif
lagu nya banyak bagus tapi seru juga cocok untuk yang suka dengerin musik intinya bagus di download orang banyak juka bu siti beli di warung bagas ini bagus guys,positif
iklan mulu aneh,negatif
mantap,positif
aplikasi kikir,negatif
seru kerenn,positif
mines 1 karna saya kalo mau pilih lagu disuruh bayar dulu rp 79 00 selama 2 bulan badahal saya lagi gk ada uang sebenarnya sih lagunya bagus bagus semua sayangnya di suruh bauar,netral
terlalu banyak iklan makin kikir nie spotify,negatif
adlh pokoknya,positif
asik,positif
lagu nya lengkap,positif
woilah cik ngotak lah iklan sampe 2 menit,negatif
bagus aku bisa dengar lagu sambil main game,positif
klo bisa jangan harus bayar dan iklan nya di kurangi,negatif
baguss,positif
terimakasih yang membuat aplikasi ini saya sangat tenang dengan aplikasi ini,positif
kikir,negatif
terlalu banyak iklan,negatif
apalah dikit dikit premium,negatif
sangat cocok untuk didengarkan,positif
ketik lagu di penelusuran langsung muncul dengan cepat tapi masih ada lagu yang belum ditaruh di spotify tapi tidak apa apa,positif
ini aplikasi banyak iklan dipaksa ke premium juga banyaklah pokoknya yang dibatasin bagi yang nanya knp gw taro bintang 5 biar usalan saya yang paling atas dan tetap dibaca,negatif
gacorr,positif
lagu nya banyak banget jir,positif
tolong hilangkan iklan nya dong karena cuma di spotify tempat dengar lagu favorit aku,netral
premium gratis nya mana wok,positif
halo ini gimana ya saya mau melakukan pembayaran perpanjangan paket premium tapi mau milih pembayaran gopay gabisa login shopepay ga bisa juga sampe dana akhirnya bisa ke hubung tapi malah ga bayar2 ini gimana sih,negatif
sangat bagus,positif
gokil,positif
lumayan dan seru,positif
mantap,positif
bguss bgt,positif
suka lagu inggris,positif
ini bagus banget 10 10,positif
boikot,negatif
baguss bangett,positif
baguss bangett cuma bisa ga buat bisa pasang musik pas offline krn di pegunungan jaringan nya ga bagus disini makasihh,netral
lagu nya asik bisa nyalain lagu walaupun hp mati tapi sering ada bug misal nya sering error bunyi see gitu lalu juga sering mati lagu nya tolong diper baiki ya spotify,negatif
perfect,positif
mantap,positif
terlalu banyak iklan,negatif
apk kikir kali ya lama2 ngelunjak dulu okelah iklan udah ada tapi ga sering2 bgt lah ini 2x pemutaran iklannya 4x lawak mana buat prem ga banget kl mau kaya ga harus segininya juga kali ga worth it,negatif
mantap,positif
cools,positif
bagus kok insyaallah,positif
good sukak,positif
bagus bangett,positif
sangat bagus untuk mendengarkan musik,positif
good,positif
sangat nyaman memakai aplikasi ini,positif
iklan nya berisik mana 3 lagi sekarang,negatif
too much ads,negatif
seruu bngtt,positif
bagus aplikasi nya lengkap lagunya matepp,positif
kebanyakan iklan,negatif
saya suka karna lagu lagu nya lengkap,positif
ok,positif
ini saya kecewa sekali sih karena beberapa kali aplikasi ini dia coba untuk double purchase untuk akun dan paket yang sama kurang rekomendasi untuk langganan berbayarnya ya apabila terjadi kesalahan server paket mu juga tidak aktif walaupun sudah bayar kalau user tidak hati2 nanti bisa jadi double purchase untuk langganannya untuk penanganan keluhan juga cendrung lama apalagi untuk masalah pembayaran,negatif
baguss,positif
musik selalu membangkitkan jiwaku yang tidur terimakasih spotify,positif
bagus buat main ff atau roblox,positif
bagus sii tpi bayk iklan ny gimana yaa supaya tidak qd iklan ny,positif
gak ada yg bisa ngalahin lagunya,positif
bagus,positif
enak sih bintang 4,positif
bagus,positif
banyak iklan,negatif
baik bagus keren,positif
mantap,positif
sukses,positif
udah ada iklan gapapa lah sekarang kok harus premium kalo ngga premium ga bisa dengerin musik,negatif
bagus aplikasinya,positif
mantap mudah lancar,positif
bagus,positif
dengerin spotify udah cukup lama keren sih spotify walaupun banyak iklan tapi i like i like,negatif
bagus,positif
aplikasi yang paling bagus,positif
bagus poll lah pokoknya,positif
sering dipakai,positif
bagus,positif
ok,positif
harga premium kemahalan iklannya juga kebanyakan ga cocok kalo sekedar buat stel musik sama liat lirik tapi iklannya kemahalan keunggulannya juga ga seberapa kok paling cuma bisa playlist chatan dll doang,negatif
lumayan lh,negatif
mantap,positif
best,positif
sangat responsif,positif
kebanyakan iklan iklanya itu terus,negatif
buat pilih lagu ada batasnya udah gitu pas geser geser lagu juga ada batasnya hadehh makin lama makin anehh udah mana setiap iklan lebih dari 2,negatif
iklanya makin gk jelas,negatif
lagune bagus dan juga bisa sambil wa nan mantap,positif
aplikasi kikir baru ganti 3x lagu nya udah di suruh bayar apalagi iklan nya banyak bngt jadi gak menikmati dan gak enak di denger balikin yang dulu iklan 1 bisa gonta ganti lagu sebanyak banyak nya,negatif
bagus,positif
kikir sekali mau dengerin lagu sesuai pilihan aja di batasin premium mahal juga mendingan disuruh nonton 10 iklan terus dikasih buat dengerin lagu bebas 24 jam kalau masa waktu sudah habis baru nonton iklan lagi,negatif
good,positif
mudah dan keren,positif
mantap,positif
aplikasi ter kikir tahun ini kalo semuanya berbayar kenapa ga ubah aplikasi ini jadi berbayar aku yg pengguna gratisan dibikin tidak nyaman sama iklan nya wkwk kikir poll,negatif
ni aplikasi baguss sebenarnya tapi gunanya iklan apaan sii buang waktu bangett pliss lahh kurangin iklan sama durasi nyaa,negatif
nyaman cari lagu,positif
bagus sih tapi lagi dengerin lagu tiba tiba iklan,netral
kikir,negatif
baik,positif
cukup bagus,positif
teman gabut,positif
banyak lagu dan seru,positif
lagunya enak di denger apalalagi pas main game download spotify pasti lebih asik,positif
gass premium wkwk,negatif
mantap,positif
bagus cuma bnyk iklan nya,netral
ini bagus banget ada playlist podcast dll tapi kurangin iklannya lah soal nya ga enak bgt,negatif
ok,positif
banyak na iklan ang ma miang,negatif
teman disaat segala,positif
good,positif
apk ini sangat berguna,positif
saya sie yes,positif
enak dan full lirik,positif
boikot uninstal aja woi,negatif
senang,positif
ma af iklannya apus dong,positif
disarankan untuk menggunakan headphone soundcore q11i atau jbl tune 720bt di aplikasi spotify karena sangat cocok dan nyaman untuk penggunaan sesi panjang,positif
menarik,positif
fakta ini bukan aplikasi musik tapi aplikasi dengerin iklan sampah bener anj,negatif
iklannya terlalu banyak,negatif
terlalu banyak iklan,negatif
mantap,positif
bagus,positif
bagus,positif
apk yg sempurna tapih iklan nya 4 biji oii untung udah premium,netral
iklannya banya bgtt jirr,negatif
fitur fiturnya banyak dan seru tambah seru kalau premium sie,positif
hiburan ysng sangat menghibur,positif
terlalu bnyak iklan mengganggu saya kasi bintang 1 trims,negatif
kasih fitur komentar plss,positif
semuanya ok bagus tapi iklannyaa ganggu,negatif
udalah premium makin mahal terus iklan jadi makin banyak ga rekomen download mending hapus cari yg lain ga kaya gini,negatif
siapa yang ngide habis satu musik iklannya bejibun,negatif
apalah iklan sampe 4 kikir banget ga sihh apa mau haji ya,negatif
lagu nya bagus,positif
mantap tapi ke napa harus bayar sihh,positif
good,positif
sangat baguss,positif
iklan kebanyakn,negatif
banyak iklan udah gitu ga bisa milih lagi kalo udah keseringan milih harus premium dulu malah iklan bisa sampai 4 6x setiap abis 1 lagi,negatif
bagus sih setiap malam selalu dengar lagu di spotify tapi banyak iklan nya dikit iklan males jadinya cuk,negatif
jd pelit nga kaya dulu,negatif
ok,positif
kikirr iklan sampe 5 muak gw setiap lewat 4 5 lagu iklan terus kalo lewat 10 15 lagu terus iklan sampe 5 oke lah gw tau harus premium cuman kalo pake jarang terus upgrade kan sayang ayolah jangan terlalu pelit,negatif
kurangi iklan nya,negatif
enak di dengar lagu nya enak apa lagi kalo udah premium beh enak banget,positif
gacorr,positif
kebanyakkan iklan,negatif
udah premium tapi aplikasi nya suka tiba tiba mati sendiri udah di reset ulang tetep aja kaya gitu mengganggu mood aja,negatif
kebanyakan iklan,negatif
butut,negatif
kikir,negatif
sangat baguus,positif
lumayan buat main ff biar jago,positif
harus bgt semuanya pake premium,negatif
oke,positif
menyenangkan,positif
iklannya banyak banget aku kalau denger lagu selesai 1 eh iklan lagi iklan nya kadang kadang 3 2 1 kurangin iklan nya dong aku kasih bintang 2 soalnya kebanyakan iklan,negatif
bagus banget tapi tiba tiba malah langsung ke terakhir wkwk tapi gpp,positif
mantaf,positif
seru bgt bisa hilangin stres,positif
kok nggak bisa di taba16,positif
terbaik,positif
lagu nya lengkap walau pun ad iklan sdikit,negatif
apk ga guna,negatif
apa apa premium iklan 4 biji kikir,negatif
apk ini kenapa saya sudah tak bisa mendengar kan lagu dan harus premium dasar apk kikir,negatif
lagu yang kusuka ada semua,positif
ga suka banget ihh sekarang jadi apk kikir njirr masa tiap nge klik lagu random malah disuruh bayar premium mana iklannya sekarang jadi ada 3 kek mana woyy laa,negatif
bagus cuma banyak iklan,negatif
iklan kelamaan dulu 1 iklan sekarang sampai 5 iklanz,negatif
bagus,positif
aplikasi kikir tidak rekomen untuk yang tidak mempunyai uang,negatif
bagus,positif
bagus apk nya tapi dipaksa premium jadi gak asik mau pencet lagu yang kita suka tapi malah disuruh premium and lagunya malah di putar secara acak gak bisa yang kita mau,negatif
bagus banget,positif
iklan lu kebelet haji,negatif
lagunya lengkap seseru itusetiap kerjain soal pasti putar lagu di spotify,positif
bagus,positif
bisa kembali di aplikasi,positif
bagus banget aplikasi nya jujur sukaa karna pas main game bisa denger lagu yg ku suka dan diperjalanan atau naik mobil suka pke aplikasi ini,positif
bagus,positif
seru aja,positif
liriknya hilang ga bisa di load padahal sebelumnya bisa kukasih bintang 1 dlu lirik kemarin udh balik tp sekarang malah makin buruk masa iya skip lagu cmn 6x per jam apaan coba mana harga premium mahal lg cmn buat keunggulan yg kecil parah,negatif
respect spotify,positif
andai gk bayar,negatif
agak gk suka karena aku cari lagu tapi lagu nya salah pokok nya gk suka,negatif
no komen mantap,negatif
ini sih temen aku 48 jam sih,positif
kualitas suara lagu bagus suara jernih,positif
can t play in background app,negatif
bagus bagus aja sih menurutku,positif
lain kali jangan kasih banyak iklan,negatif
klo lagi kerja jadi nya asik bgt seru bgt dah itu aj,positif
ok,positif
seru banget lagu lagunya apalagi kalau dipake sambil main game kalau aku pake ini biasanya di mobile legends langsung jad asik banget mainnya tapi aku gatau cara atur atur lagunya jadi kalau aku milih lagu romantis gitu malah jadi lagu sad,positif
aku klo lgi galau ke sini dn bisa buat tidur,positif
bagus,positif
i like song,positif
mau haji furoda lu 1 3 lagu yg notabene nya cuma 1 4menit iklannya 3 4,negatif
iklan nya jan banyak ya,negatif
udahlah pasrah aja sama spotify sekarang mending kalian ganti ke aplikasi lain daripada spotify udah mah berdamai sama iklan banyak sekarang gak bisa pilih lagu sesuka hati lagi saranku ya kalian pakai aplikasi lain aja spotify udah nggak rekomen banget nggak akan enjoy kalian,negatif
bagus dan jernih suaranya,positif
rata rata iklan di spotfy pada cerewet,negatif
bagus cuma iklannya di kurangin dong minim 2 iklan aja,netral
bagus banget walau banyak iklan pkoknya mantap,negatif
ini gimana si update nya semuanya di batesin mentang mentang gk premium gk boleh ganti lagu bahkan sekarang skip lagu doang bates nya cuma 6kali sehari kikir lu ah mbud,negatif
lagunya komplit lengkap apa yg kita cari tersedi,positif
bagus banget sumpah malah kalau ada nyanyian itu ada liriknya,positif
best sangat,positif
keluar keluaran anjir dr apk uda gt banyak bgt bgt bgt iklan faghh iya gua tau harus premium tp ini keluar keluar mulu setiap denger lagu gajelas,negatif
kebanyakan iklan padahal dulu iklan cuman 1 atau 2 sekarang 5 tolong ya dikurangin mana gabisa pilih lagu lagi,negatif
ok juga sporty,positif
enak sih tapii lagu nya ga bisa di ulang ulang tapi aku masi reting 5 bintang,positif
gak suka tiap ganti pilih musik kena limit apa apa harus premium pas lagi enak denger malah berhenti musik nya,negatif
saya menikmati app ini bagus,positif
bagus,positif
ga jelas tiba tiba kalau mau milih lagu yang kami mau malah di suruh bayar atau premium dulu baru bisa buka lagu yg di ingin kan udh gitu iklan nya banyak sebenarnya ini aplikasi buat dengar lagu apa buat nagih uang miskin kah udah banyak orang yg download spotify kok banyak banget kok malah ngelunjak sori to say but aplikasi nya gak bagus mendingan youtube music,negatif
wajib download terutama bagi fans barca,positif
gak jelas pas mau pilih lagu harus premium dulu mana mahal lagi iya gw tau lagu nya lengkap ya tapi gak harus gini juga masa orang mau dengerin musik yang mereka mau malah di suruh premium dulu aplikasi rusak,negatif
saya sudah 3 tahun pengguna spotify premium tapi kali ini saya sedikit kecewa kenapa paket berlangganan 1 tahun kok dihilangkan sekarang kenapa paket premium diitung perbulanan gaada lagi kah yang long time langsung,negatif
benci banget pas baru mau dengarin lagu harus banget premium tiba tiba pls tolong saya tidak suka pendapat nya,negatif
bagus bangett,positif
keren,positif
gratis background music gratis playlist,positif
apps nya sangat bagus jadi aku rating 5 bintang,positif
setelah selesai mendengarkan musik jadi iklan gak bisa di skip kayak mana cara skip iklan aku gak pantas kalau iklan terus,negatif
bagus bngett ini aplikasi spotify cocok buat denger lgu klo lgi santai bagus bngett deh kukasih bintang 5 deh soalnya bagus bngett,positif
spotify jelek harus bayar gaa bisa milih lagu dengan bebas kocak tolol,negatif
kikir ampe udah pusing dengerin satu dombaa dua domba masa 1lagu 3 iklan,negatif
ini apk iklan fix apk iklan gak jelas yg di dngrin iklan mulu gak jelass,negatif
cocok menemani suasana saat santai,positif
banyakan iklannya wkwk,negatif
ok,positif
good app,positif
bagus,positif
bagus tapi lagu nya kurang kok gak ada were we are one direction,positif
aplikasi paling buruk dan tidak pantas untuk di gunakan,negatif
apk yang berguna untuk main game maupun lagi kerja,positif
woyy pls lah iklan nya yang logis kek masa ganti 1 lagu bisa 4 iklan mana jdi kek di paksa premium lagi pdhl pengguna lama ini apk lagu atau iklan dh,negatif
bagus bisa mode bsk gared,positif
iklan mulu kikir skip doang dilimit 6 x perhari,negatif
apasii ini padahal nyalain data tapi katanya of,negatif
hai min sudah tidak adakah paket harian mingguan trims,positif
ini kok saya iklan nya 4 ya setiap ganti lagu mana lama banget lagi iklan nya kalo dari yang lain ini best hampir semua lagu ada,negatif
bagus sih cuman ya boikot,negatif
tolong benerin sofwaremu karna aku gabisa nyambungin lagunya ke twsku padahal untuk buku youtube bisa tapi dengan spotify kan bodoh,negatif
bagus bngt,positif
aplikasi bagus dan tidak ada virus,positif
kikir parah boz mau berangkat haji kayaknya,negatif
bagus banget mantap gacor aku suka aplikasi ini love,positif
aplikasi musik terbaik karna lagunya sesuai selera saya,positif
musiknya enak banget buat main game,positif
app ny bagus,negatif
spotify sangat baik bagi saya dan saya terhibur,positif
sebelumnya saya lagi dengerin musik trs gak muncul lirik biasanya muncul naahh saya nyoba liat harga premium tapi gak bisa di akses katanya lagi error naahh saya nyoba laah hapus dulu aplikasinya terus mau nyoba bikin akun baru lagi tapi kok saya gak bisa masuk yaa katanya terjadi kesalahan pada jaringan loohh padahal barusan pas saya instal aplikasi nya cepet banget prosesnya kenapa pas mau di buka gak bisa jaringan dari tadi stabil kenapa yaa,negatif
sangat senang sekali,positif
banyak iklan dikit juga harus premium bukannya bikin naik mood malah sebaliknya terlalu maksa premium,negatif
aplikasi kikir makan tuh iklan,negatif
gila spotify hidup guee,positif
kebelet naik haji apa gimana baru 2 lagu langsung iklan ga cuma sekali ini udah berkali kali mikir dikit gw tuh mau dengerin lagu bukan iklan,negatif
bisa melihat lirik yang benar spotify terbagus,positif
mantap,positif
okkee,positif
bagus,positif
pilihan musik banyak dan suaranya sangat jernih,positif
sangat bagus,positif
bagus enak di bawa tidur,positif
dikit dikit bayar masa putar lagu doang bayar jirr mikir kids gimana mau banyak peminatnya bangke emangg,negatif
full iklan dari 2 sampai 3 besok 5 atau 20 siapa premium dia kalah,negatif
bagus banget aplikasi nya aku suka bangett,positif
cara masuk susah ribet yang lebih mudah ke,negatif
sangat keren lagu nya sangat jelas nyaman untuk di dengar tetapi terkadang iklan dan ga bisa dipercepat,netral
kikir apa apa iklan,negatif
bagus sekali,positif
bagus bangett,positif
keep performance stability,positif
baguss bangett,positif
baru saja dengar satu lagu udah iklan aja iklannya dulu cuma satu eh sekarang malah dua atau tiga iklan sekaligus udahlah gitu kadang iklan podcast horor kadang ngagetin nakutin apalagi kalau lagi sendiri,negatif
makin banyak iklannya,negatif
kembalikan opsi yang baru ketika meng klik bagian profil agar bisa melihat musik terbaru dari artis yang saya ikuti,positif
alhamdulillah semoga bermanfaat,positif
oke,positif
ini aplikasi beneran bisa buat temen di perjalanan,positif
mantab,positif
banyak iklan but ok,negatif
keren lagi laginya,positif
okey joss mantab cihuy ahahay syalalalalla weka weka sip alus apik bagus dll,positif
ok bgt,positif
bintang lima,positif
lagunya ada semua,positif
aplikasi yg sangat bagus lagu laguny kumplit dan lancar jaya,positif
mantap bisa dengar lagu meski harus ada paket,positif
bagus,positif
terlalu bnyak iklan skrang pretvlah,negatif
kebanyakan fitur yg harus premium mau cepet naik haji ya,negatif
banyak lagu yg saya ingin dengar ada di spotify,positif
bagus bgt enak buat didengerin,positif
aplikasi yang membantu,positif
iklan nya bnyak bnget,negatif
lagu nya bagus,positif
saya kasih bintang lima aga terbaca banyak org saya dulunya suka sama no spotify tapi karna iklan nya makin banyak disuruh premium saya semakin malas membuka aplikasi nya,negatif
tq spotify yg selalu menemani sambil sruput kopi,positif
aplikasinya bagus aku suka,positif
aplikasi sampah ini sudah tidak menciptakan lagu tapi pas orang mau dengar dipaksa upgrade premium,negatif
harus coba premium enak bangett,negatif
1 kikir,negatif
jujur janggal iklannya luamaa powuoll ters kadng pas dipake di latar belakang lagi main ml suka mati lagoenya positif nya adalah anda bisa mendengar lagu kapanpun dan dimanapun,positif
mayan bisa dengerin pas lagi bosen,negatif
makin di update makin lama menjadi jadi aku keluar di wa sambil dengerin spotify langsung hilang burikk,negatif
iklan lu banyak bangett,negatif
suka,positif
pdhl aku ga bisa idup tanpa musik dlu sempet rajin beli premium pas udh gratis jdinya ga banget capek sama iklan bejibun,negatif
boikot,negatif
bagus,positif
emg best spotify,positif
cocok buat musik,positif
aku sangat suka,positif
gua tau lu laper tapi gak 4 juga iklannya harga lite nya aja 60 ribu sekarang sekali iklan 4 biji 4 4 nya hai aku rony parulian gua jadi males beli premium lu,negatif
aplikasi kikir milih lagu di suruh premium dikit iklan dikit premium,negatif
mantap,positif
enak buat ngerjain sesuatu,positif
bagus lengkap,positif
is ok,positif
kebanyakan iklan,negatif
suka aja sih sama spotify0,positif
banyak iklan apk kikir,negatif
kikirr aplikasi kikir minimal kalau ngasih iklan ngotak dikit lah bos mana kalau nyetel lagu dikit udah kena batasan dulu suka banget ama nih apk tapi lama lama gila juga kalau di paksa prem,negatif
jujur ini ngapa baru juga play 3 lagu udah gabisa play lagi ngebet amat harus prem buset ditambah iklan sekali langsung 4 paan banget katanya download ulang pas di download ulang sama aja gada prubahan tolong banget kembaliin kaya semula ga semua orang mampu buat beli prem,negatif
baguus,positif
iklan nya woii kebelet haji lu min,negatif
lagu nya ketinggalan dan jadul,negatif
sangat bagus,positif
dikit premium,negatif
ke yt musiic aja guyss yg ini banyak iklan syalaandd sekali ngiklan 4 6 iklan padahalbaru 2 3 lagu yang keputer iklan nya ga enak di denger pula mana harga premium nya naik trs udah gw udah beralih ke yt music enak di yt music bs skip iklan dan krn yt musicnya bagus jdi gw premiumin,negatif
banyak iklan kebelet haji,negatif
suka bangett,positif
kikir jing dikit iklan mana skrg harga premium mahal,negatif
kerana bayar lagu ini bahagia lagi,negatif
kebanyakan iklan anjj,negatif
oke,positif
aplikasi nya bagus cuman iklan nya mengganggu,netral
aku suka sama spotify meskipun banyak iklan nya,negatif
kenapa ya kan saya pake kouta internet kok nga bisa ganti lagu si malahan di suruh premium kan saya ga mau tolong dong di perbaiki lagi jangan gini kalo ga mau premium jangan dipaksa sumpah udah mulai jelek nih apk apa harus premium saya minta tolong ya perbaiki jangan asal suruh cobain premium dan satu lagi tolong dong iklannya tuh ganggu banget,negatif
iklan 4 asw,negatif
dari tahun lalu g bisa buat mutar lagu sampai sekarang,positif
aplikasi nya bagus buat iklan mungkin buat rehat aja gitu ya saya gk merasa keganggu dgn iklan krn jg lama an lagunya dari pada iklannya jd dimaklumi dan semua fitur nya lengkap dr podcast sampe lagu suka bgt apalagi playlist jd gk usah susah susah nyari klo mau dengerin lagi tp klo bisa iklannya dikurangin atau dihilangin ya min soalnya buang buang internet kan gk di situs jg buka nya dan aplikasi nya bagus masa banyak iklan sih min itu aja sih buat yg lain aku suka klo yg lain gk ada min,negatif
good,positif
bisa dengerin lagu sambil makan bisa setel lagu di manapun kapanpun cuma di spotify,positif
sangat menyenangkan lagu nya juga ok untuk di dengar saat apapun,positif
asik aplikasinya,positif
sudah bagus dan smoga lebih ditingkatkan kualitas dan jngn terlalu banyak iklan ya,negatif
sekarang kok apa apa bayar download bayar lewati lagu bayar ga bisa putar lagu sesuka hati,negatif
dikit dikit premium susah kalau mau dengar lagu banyak yang harus premium,negatif
ada iklan nya males,negatif
ini aplikasi tidak seperti dulu lagi sekarang makin aneh di tambah iklan yg tadinya cuma 1 terus ke 2 tambah lagi ke 3 eh sekarang malah 4 plis lah ini juga kita di batasi buat dengerin lagu kalau mau lagu tidak dibatasi ditambah tidak iklan kita harus beli premium developer tolong lah iklan dikurangi dan tidak ada batasan lagu untuk spotify biasa karena kita juga harus membeli kuota atau paket data untuk mendengarkan lagu tolong di baca ya developer terimakasih semoga lebih baik lagi ya,negatif
ihh sekarang spotify iklannya banyak bangettkurangin lagi dongg minn,positif
bagus sih tp pro isriwil boikot g like,negatif
banyak iklan,negatif
iklannya ampe 4 njing,positif
wuenak puoll,positif
bagus,positif
aplikasi nya bagus dengar musik nya lancar bagus lah pokoknya tapii ini kok iklan nya banyak banget 4 biji loh apalah satu domba dua domba bosan gw dengar iklan nya kalau bisa iklan nya di kurangin lah 2 aja cukup mohon bantuannya spotify,negatif
bgus,positif
apk kikir makin byk iklan,negatif
bagus buat main ff,positif
bagus bagus lagu,positif
aku kasih 4 karena premiumnya lumayan mahal dan sering gak yambung saat playlist,negatif
menjadi teman saat berkendara thanks,positif
apk boycot dan apk kikir masih banyak yg pakai ckckck,negatif
sangat cocok untuk yang lagi putus cinta,positif
betul betul banget cui,positif
apk nya enak buat denger music dan juga music nya lengkap cuman banyak iklann tpi masi ok koo,negatif
mau pilih lagu aja harus bayar aplikasi kikir,negatif
enak buat sad,positif
iklan terlalu banyak saya baru saja mendengarkan beberapa lagu sudah iklan,negatif
aplikasi nya bagus tapi sayang harus online,positif
saya sangat puas,positif
iklan nya pliss kebanyakan banget sekali iklan bisa 3 atau 4,negatif
banyak lagunya,positif
musicnya bagus bagus,positif
enak banget lagu lagu disini lengkap lagi,positif
baguss bisa dengerin musik gratis,positif
mantap lagu banyak harap lebih banyakkan lagi,positif
sangat bagus sayang kalo mau download nya harus berbayar tolong di gratisin ya udah bagus kok,positif
saya kasih bintang 5 karena apk nya bagus bisa nyari lagu yg kita mau bahkan saya juga bisa menemukan song old sebenarnya saya sudah mendowload apk ini dri lama tpi saya baru me rating nya,positif
spotify sekarang jelek masa liat lirik aja harus premium padahal dulu bebas sepuasnya liat lirik sekarang harus bolak balik google buat liat lirik skrng iklan bnyk bgt sampe 4 maksa bgt buat premium,negatif
kata gw mah yah udh di boikot bknnya tambah bener malah iklannya tambah banyak anjr tolong lah,negatif
sangat luar biasa,positif
saya bisa mendengar lagu dengan gembira,positif
kikir kebanyakan iklan,negatif
pemaksaan untuk membeli paket premium yg muncul berulang ulang setiap memilih lagu,negatif
iklannya panjang bngt jdi males mutar lagu ny,negatif
kurang suka,negatif
ku kira bisa main gem,negatif
seru banget bisa dengerin lagu favorit ku,positif
bagus,positif
suka banget sama aplikasi nya suka deh bisa dengerin lagu apapun di aplikasi nya ges kalian harus download ini yaa jangan lupa bintang 5 buat yang bikin aplikasi,positif
baguss sih apk nya,positif
mantap,positif
seru mucix nya bagus,positif
gokil banget bisa nyari musik sesuai mood,positif
lagu2nya mantap,positif
sangat bagus,positif
kikir,negatif
bagus tpi sayang nya ad iklan nya,netral
adain fitur liriknya plis walaupun ga di update kadang pun udh di update ga semua lagu muncul yg ada liriknya,netral
aplikasi komersil mending cari media musik lain uda banyak kok yang lain yg download ini ga mau keluar uang gua jamin kecewa karena lagunya di acak ga bisa kita pilih sendiri uda ga rekomendasi buat yg cari gratisan,negatif
apk ini bagus banget tpi sayangnya ada iklan klo mau pindah lagu lain hrs yg premium,netral
sumpah yang bikin iklan orang indonesia maksa banget ga enak didengar kaya gua ini orang tolol auto uninstall,negatif
lagu nya bagus,positif
lengkapp semuaa laguu adaa dii sinii pokoknyaa bintaang limaa,positif
musik nya seru buat nemenin ngapa ngapain,positif
aplikasi yang sangat bagus,positif
sangat bagus dan sangat kikir,negatif
aku beri rank 1 karna setiap aku denger lagu baru dua kali eh udah iklan aja gak adil bet,negatif
dikit dikit iklan ada batasan skip lagu batasan milih lagu sendiri pokoknya kurang rekomen download aplikasi spotify bisa bisa bikin darah tinggi,negatif
mantap bos,positif
gada iklan nya,negatif
bagus dan keren,positif
bagus banget,positif
apalah aplikasi gk jelas bgt sat katanya klo premium bisa denger pas ofline tapi gw nge stuck di loading screen mulu pdhl jaringan bagus aslinya pengen tak kasih 5 tapi gara gak bisa denger pas ofline jadi gak jadi emang tujuanku beli premium y buat denger pas ofline klo enggak ngapain gw beli premium yg merah bisa aja tuh pas ofline ah payaah,negatif
in the future please provide updates for easy lyrics for songs in languages other than english such as korean indian and others so that the lyrics can be easily read,positif
kurangi iklan yaaww itu aja lain nya perfect,negatif
iklannya gila bnyak bngt trus suka tiba tiba hilang lagunya,negatif
boikott,negatif
lagu yg ku putar clbk malah yg te stel bagia lagi,negatif
kebanyakan iklan,negatif
k k mgr g,positif
bagus,positif
min tolong tambahin fitur biar bisa berpesan sama teman kita dong overall bagus bgt,positif
bagus,positif
apk musik terbagus sih ini no comment,positif
sekarang spotify sering error kadang gabisa kebuka udah sering uninstall lalu install lagi restart juga tetep gabisa,negatif
pas di buka ngelag parah ampe keluar mulu dr apk nya ini cuma apk ny doang yg ngelag apk lain mah biasa aja ap lg hp nya,negatif
serakah iklan 4 kali dalam 2 lagu dipaksa premium ga masalah dengan iklan nya tapi mengapa seperti dipaksa,negatif
